r3r1k1/6b1/p2Nn2p/1P1Qp3/6nq/2P5/1PB2PP1/R1B1R1K1 w - - 1 30
6k1/3R3p/1p5q/3P4/3QP1pN/6P1/PPr3B1/5rK1 w - - 0 25
3r4/2k2p1p/pp2pp2/2p5/3nN3/6P1/PPP2PRP/2K5 w - - 2 23
4rk2/pbp2pp1/1p1b4/3P1q2/QPBPN3/1KP2P2/P5r1/R3R3 w - - 0 25
6k1/6pp/1PP5/4b3/3p4/Br5P/4prP1/R5RK w - - 1 30
4r1k1/1p2r3/p1p5/3p1p2/PP1P1q1p/2Q1P1pP/5PP1/4R1K1 w - - 0 39
6k1/3P1pp1/4p3/p7/Q3R3/3q1PP1/1P3PK1/2r5 w - - 0 37
1rr3k1/5p1p/p5pQ/4p3/4q3/B3P3/PPPR1PPP/2KR4 w - - 6 27
5rk1/1bR3q1/pQ6/8/6r1/4R2P/P7/6K1 w - - 0 28
8/n7/P7/3k4/PK6/7P/5PP1/8 w - - 0 53
8/1p2rppk/5q1p/Q4R2/2P5/PP5P/5PP1/5rK1 w - - 0 32
rnbqk1nr/ppppbppp/4p3/8/5P2/5N2/PPPPP1PP/RNBQKB1R w KQkq - 2 3
1r4k1/p4ppp/4p3/p5n1/4P3/1P1N1PPq/QB3b1P/R5K1 w - - 0 30
1R6/8/p1P3k1/6pp/1P6/6PK/r6P/8 w - - 1 40
4r1k1/p1R1n2p/4N3/5rK1/8/6PP/P3R3/8 w - - 3 46
1k1r4/1p3Qp1/p2q3p/3N4/1b6/8/PP3PPP/2R3K1 w - - 4 22
r4rk1/6pp/1p1Bp3/p7/P1PP4/4nqP1/2QR3P/4R1K1 w - - 1 25
8/6P1/5k1K/8/8/3p4/PR6/6r1 w - - 1 49
1k2r3/p2r1R2/2Q5/1p5p/P1P3p1/8/6PP/7K w - - 2 44
6nr/1pN2ppp/p2Qbk2/2B1p3/3nq3/8/PP2BPPP/5K1R w - - 8 19
2k3rr/ppp2p1p/2np1B2/8/4P3/2NB1b2/PPP2PPP/R4RK1 w - - 1 13
6r1/p6k/1p4rp/3q1Q2/8/P7/4Rp1P/5R1K w - - 0 37
5rk1/Q4p2/5p1p/2q5/8/8/P1r2PPP/3RR1K1 w - - 4 23
8/ppp3p1/2nb1kB1/3r3R/4Q3/4PPq1/PP3K2/R1B5 w - - 3 24
b6k/8/6p1/4q2p/1Q3r1P/P1N3R1/1PP3PK/8 w - - 3 35
r3kb1r/4ppp1/3q2p1/p2p4/Pp1Pn3/6N1/1PP1QPPP/R1B1R1K1 w kq - 4 17
r7/pp4kp/6p1/2P2q1n/1PBb1p2/P4P2/3B2PP/2Q1R1K1 w - - 1 28
rn1q1r1k/ppp5/1b2ppQ1/6B1/8/2P5/PP4PP/RN3R1K w - - 2 18
3q2k1/8/Q2p2p1/3P1p1p/1p2P1nP/1Pp5/2P3P1/5R1K w - - 0 36
r3kb1r/ppp2pp1/3p4/1P2p3/2P3pn/2N1P2q/PB1P1P1N/R2Q1RK1 w kq - 0 15
4r1k1/p4p2/1p3q1p/1P6/3b2p1/P3B1P1/Q1P2PKP/4R3 w - - 0 32
r5k1/1p3p2/2p1ppp1/3p4/2nP4/1QB2B1P/rPP2PP1/qNKR3R w - - 3 22
2r3k1/R4ppp/8/4P3/4Q3/1qn3B1/5PPP/2R3K1 w - - 0 30
6k1/1Q4p1/p1p4p/3pP3/P3bq2/2N4P/1P4PK/5B2 w - - 1 26
4r1k1/p1p2ppp/2p1r3/3q4/P2b4/1P1PB3/2Q2PPP/2R1R1K1 w - - 0 21
5rk1/2p3p1/1p1p4/3Pp2p/1PP1N1q1/3Qr2N/6PP/6K1 w - - 0 29
4r1k1/p4ppp/8/8/8/8/PP1b1PPP/K2R4 w - - 0 21
r4rk1/pp3p1p/2p3p1/q3bb2/3Pn3/1Q1BPN2/PP2KPPP/2R4R w - - 0 18
Qn1qk2r/p4ppp/2p5/2bn4/4pPb1/2N5/PPPP2PP/R1B1KBNR w KQk - 1 9
2r1r3/5R2/p7/6P1/5P2/PB3bR1/1PP2k1P/2K5 w - - 1 35
5r1k/6p1/1Q2pq1p/P4r2/3P4/2P1R3/6PP/4R1K1 w - - 1 39
2kr3r/1pq2pp1/p1pbb3/7p/Q2P2n1/5N2/PP1B1PPP/2R1RBK1 w - - 1 20
2k5/pp3p2/5q2/2b1p1p1/4P1Pr/1nN2BK1/PPP3P1/R2Q4 w - - 3 23
7r/2Q2pb1/3ppk1p/5Bp1/3P4/1N2P1P1/Pr2qPP1/R5KR w - - 6 29
1r6/3Pkppp/4p3/3p4/8/8/P4PPP/2R3K1 w - - 0 29
1r1r3k/2q1b1pp/p7/3Q2pP/3B4/Pp6/1P3P2/1K1N2RR w - - 1 28
8/8/8/4p3/4Nk1p/1R3P1P/6PK/r3b3 w - - 14 48
2r5/2r3k1/1p2pp1p/p2pQ1p1/3P4/4P1P1/PPq2P1R/KR6 w - - 0 30
1rb3k1/p2q2bp/2p4r/2P1p1p1/3pPp2/1P1P1P2/PB1NN1nP/1R2QRK1 w - - 0 22
3r4/ppN1kppp/5n2/8/1n3Nb1/4P3/1B3PPP/R3KB1R w KQ - 0 18
1q5r/p3kpp1/2Q1p2p/3pP2P/2n3P1/2N2P2/PrP5/K3R1NR w - - 0 26
5k2/2p5/r1PpQp2/1pN1p1b1/1P2P1p1/r5Pq/5P2/R2R2K1 w - - 2 37
3r2k1/1p3pp1/pq1b3p/3P4/P7/3Q1N2/1r3PPP/R2R2K1 w - - 0 23
8/8/1R6/6k1/6P1/4r2P/r7/5R1K w - - 5 40
5r2/p1k2qpp/2n5/2N1p3/2b5/2P1B3/PP1Q2PP/4R1K1 w - - 5 24
r1b2rk1/ppp2ppp/8/1B1pN3/3bn3/8/PPP2qPP/RNBQR2K w - - 0 12
3r2k1/pp3pp1/7p/b7/2b3Q1/P2qPN1P/3N1PP1/3RK2R w K - 0 30
8/2B3k1/4p2p/2P3pQ/3P4/4p3/6PP/4qNK1 w - - 0 34
r4rk1/1ppq1pbp/p5p1/2pPp3/P1B1Pn2/2N1QN2/1PP2P2/R3RK2 w - - 4 18
4rrk1/pB4pp/2N2p2/2p5/6b1/1PN3P1/P1P2P1P/R3nK2 w - - 0 21
3rkbnr/1pp3pp/p4p2/4N3/4b3/8/PPP2PPP/RNB1R1K1 w k - 0 11
6k1/5qp1/2R4p/1pQ1B3/4pP2/8/4rPPP/r1R3K1 w - - 1 32
r4r1k/1p4pp/1p6/2pQ4/4n1qP/PP3Pp1/1BP1P1K1/1R4R1 w - - 1 23
r3r1k1/ppp2ppp/1b1p4/6q1/1PN1Pn2/P4P1b/1BP1BP1P/R2QR2K w - - 7 17
4r1k1/5ppp/n1R2b2/1B3P2/2Q2p1P/pP2qP2/P1P5/1K5R w - - 3 28
1Q6/5ppk/7p/2pr4/4p3/4P3/2p2PPP/R5K1 w - - 1 36
7k/6p1/4R2p/3r4/6nP/4B3/5PP1/6K1 w - - 3 44
8/8/8/3N3P/k1nP4/1p6/1p6/1K6 w - - 2 57
5r1k/7P/pp6/q1p5/3pPrb1/1P1B3Q/2P1K1R1/7R w - - 0 46
4r1k1/1b1r1pPp/4p3/p5B1/5Q2/1P6/PbR3qP/6RK w - - 0 36
6rk/p1N2R1p/1n1Q4/2p1p3/8/7P/PPP3P1/4q2K w - - 1 33
4r3/2p2p1k/3p3p/3PqP2/1p5P/1P1R4/r1P3Q1/1K4R1 w - - 0 29
1n3r1k/p5pp/8/7Q/4P3/2NP4/PPPB2qP/R2KRr2 w - - 3 21
8/7Q/2kp4/4p3/5r1P/3P2K1/6P1/6b1 w - - 5 46
r2qk2r/ppp2pp1/2p2n2/7p/3bP1b1/2N3Q1/PPP2PPP/R1B1KB1R w KQkq - 0 9
5r1k/3p2bp/p4pp1/qp1br3/4P3/1Q4B1/PP2RPPP/4R1K1 w - - 0 23
4Q3/6bk/6pp/pp6/8/3qBP1P/PP6/K1R5 w - - 0 37
2k5/p1p5/r6q/3b4/8/3P4/PPP2P1P/R1B2RK1 w - - 0 31
2k2n1r/prp3pp/8/Q1RP4/2N1Pq2/P7/1P3PPP/5RK1 w - - 3 28
r1b2rk1/pp3pp1/3b3p/3Bn3/P2N1q2/2P4P/1P3PP1/RN1Q1RK1 w - - 1 17
6k1/2qn2bp/3p2p1/1p1r4/1P2N3/4BN2/P4PPP/2R3K1 w - - 0 26
5rk1/3q1r1p/1p1bQ1p1/8/1P4R1/7P/3N2P1/5R1K w - - 5 34
6rk/2r5/1Q6/4q2p/p3P2P/5R2/1P3PP1/4R1K1 w - - 3 34
8/8/8/1R3p2/1P6/6k1/r6p/7K w - - 2 50
4r3/1R2bkpp/1Q1p4/B4p2/4nNP1/7P/2q2P2/1R4K1 w - - 1 36
1k6/1p2R3/2p1B1r1/p6p/N4r2/8/PPP5/3R3K w - - 2 32
3r4/p1k3q1/1p2p2p/2p1n1p1/2P1N3/P2R2Q1/1P3PPP/6K1 w - - 1 29
2kr3r/1pp3Q1/p1p5/2b2p1P/q1P5/6BP/PP3P2/1K1RR3 w - - 1 26
r3r1k1/1ppQ1pp1/1p5p/1P6/3P4/2P5/3B1PPP/5qK1 w - - 0 22
5N1k/5qp1/p6p/8/8/4r3/6PP/5R1K w - - 0 32
7R/kb6/2pp1p2/4qP2/3pPN2/1QbP4/B1P5/2K5 w - - 1 38
r2qkb1r/1b3ppp/p1p1p3/2ppN3/4nPP1/1P2P3/PBPP3P/RN1QK2R w KQkq - 2 10
4r1k1/2p1qpp1/3b3p/pP1p4/P2P4/7P/2QB1PP1/R3r1K1 w - - 0 33
6k1/pp4p1/7p/1PPp4/P2b2rq/5rN1/6PP/3QR2K w - - 0 30
1R6/4P1k1/6p1/6P1/2p1b3/2Pn2pP/r7/6K1 w - - 0 38
5rk1/5p2/p2p1Rp1/1p1P2Pp/7r/8/PPPR4/1K6 w - - 0 28
Q1bk3r/2p2pNp/8/3PP3/2p3q1/B1P5/6BP/7K w - - 3 33
8/q4k1r/p2pRbpp/5n2/1PP2P2/P2Q1N1P/6PK/4R3 w - - 12 30
2R5/8/7p/2P2p1k/5K2/7P/PP4R1/4rr2 w - - 1 41
8/5p2/2rk4/3b4/7P/3Q2P1/5P2/6K1 w - - 3 48
q4rk1/n2P1ppp/p7/6b1/Pp1B2P1/1Pp1RN1n/2Q2P2/R4K2 w - - 0 30
r1b2rk1/ppp2p1p/6p1/1N1P2q1/1PPbBp2/6n1/1P2Q1PP/R1B2R1K w - - 5 18
5rk1/R4p1p/4p1p1/4P3/P2PNn2/7P/1r3PP1/3R1K2 w - - 2 30
8/R5R1/4p2p/3p4/4b1Pk/2r4P/5P1K/8 w - - 5 57
2rn2k1/p2bRppp/8/3B2N1/8/8/P4PPP/R1r3K1 w - - 0 24
6k1/1p4pp/p3r3/2b1r3/5N2/2P5/PP2n1PP/2B1RR1K w - - 4 26
6k1/7p/6p1/1p6/p2pqb2/P2Nr3/1PP3PP/3QR1K1 w - - 8 35
8/p1p3p1/1pp4p/3kp2b/KP2N2P/P2P4/5R2/8 w - - 2 37
8/2p5/3b2kp/3p2p1/P3p1K1/1P2R2P/1B4P1/8 w - - 2 36
3r3k/pQ2b1pp/8/8/2p2q1n/2B2p2/PP3P1P/1K4NN w - - 0 27
3r1rk1/2p2ppp/p1n1p1bq/1pN4n/3P4/P1B2P2/1P2B1PP/2RQR2K w - - 6 20
4kr2/p3n3/2p4Q/2PpP1N1/2pB1p2/q1P5/1r3PPP/1R4K1 w - - 0 29
3Q4/p5pk/1p5p/8/3P4/4p3/Pr4PP/6K1 w - - 2 39
2kr3r/1bpp1ppp/1b4q1/p3Pn2/PpN5/1BpP1P2/1P1BQ1PP/R4R1K w - - 0 18
6r1/p1qk4/QbN5/3p1p2/8/4P1r1/P6P/1R2R1K1 w - - 0 32
2rr4/5pkp/2q1p1p1/1b6/p3P3/P3Q3/BP3PPP/2R3K1 w - - 6 28
7k/8/8/2prp3/1p2Nnp1/1P6/P4RPP/7K w - - 0 40
8/6kp/Q5p1/8/2q5/2P4P/5PP1/R3r1K1 w - - 1 33
r4rk1/ppq3pp/8/3pn1B1/8/3B1N1b/PP2NKPb/2RQR3 w - - 0 19
4r2r/p1p2kp1/2p2p2/2Qb4/8/2B3Nq/PPP2R1P/R5K1 w - - 10 30
3k3r/ppNb4/3B1p2/6pp/2B1P1n1/3P2K1/PPn3PP/7R w - - 0 19
3r2k1/1q3n1p/6p1/2PB1p2/1P6/2Q1P3/2P2PPP/6K1 w - - 0 31
r4rk1/p4ppp/Q7/3pb3/1B1Np2q/P3P3/4BPK1/1RR5 w - - 3 26
2kr3r/ppp2ppp/2nbp3/6B1/P2P2n1/2N2N1q/1PP1BP2/R2QR1K1 w - - 2 14
4r2k/6p1/p5p1/1p1p4/3NrP2/P1PR2Pb/1P5P/5R1K w - - 1 31
7r/5pk1/1Qp5/1p1p2P1/3P4/PP2P1Pq/3R4/2R3K1 w - - 1 34
r4k2/1bp2pp1/1p1b3p/1N1P4/1pP5/P4B1P/4RPP1/6K1 w - - 0 30
4r1k1/pp2rp1p/5Rp1/1q6/8/1P4Q1/P4PPP/5RK1 w - - 1 22
7k/p1q4p/5Pp1/1ppb4/3n1PQ1/2KP4/PP6/2R4R w - - 0 27
rn3rk1/p1b2ppp/1p1qp3/3p2n1/1P1P4/PN1QPN2/5PPP/R3BRK1 w - - 6 17
8/4rk1p/P4p2/5R2/3b4/1P5P/2P3P1/1K6 w - - 1 36
6k1/3r2p1/p1b5/1p1qPp2/5B2/Q7/1P4PP/6RK w - - 10 44
1k1r4/p7/1pQ1pP2/2p4q/P1P4P/8/1BP2PP1/6K1 w - - 1 27
5rk1/p5pp/2ppp3/4p2R/4N1q1/5Q2/PPP3P1/1K6 w - - 3 22
1n4k1/p6p/2p1q3/2Pp4/P2bP3/1QN2r1P/6P1/R3R2K w - - 3 30
8/3k4/3p1p2/2pK1P2/p2p2P1/P2P4/2P5/8 w - - 0 34
1r6/5pkp/6p1/8/8/8/1pR2PPP/rR4K1 w - - 2 39
2r1r3/pQ5p/5kp1/1P6/P7/8/5PPP/4R1K1 w - - 1 34
2r2rk1/p4ppp/1p2p3/3pP2Q/3N4/7R/P4PPP/R1q3K1 w - - 1 23
8/5p2/3Q4/6pk/PP4qp/6P1/5PKP/8 w - - 2 48
3r4/p5R1/8/2p2p1k/2K1rB2/2P2bR1/PP3P2/8 w - - 3 40
k5r1/pp3p1p/4P2p/2p3r1/P3pQ2/1P6/1BP2R1K/8 w - - 3 30
4k1r1/2pN3Q/pq3r2/1p6/1P6/P2B3P/7K/3b4 w - - 22 44
3r2k1/p4q1p/1p4p1/8/1P2p3/P3P3/1Q1r1PPP/2R1R1K1 w - - 0 27
5r1k/pQR4p/2p3p1/3p4/P3prK1/2N5/7P/8 w - - 4 34
6Q1/pp4p1/3R3p/7k/2P4n/4P2P/5qPK/8 w - - 6 37
6k1/p4ppp/2Q5/8/2B5/2P5/PP2qbPP/R2r3K w - - 2 23
5rk1/2p2p2/ppB1p1p1/4n3/1PP3q1/P1Q4R/5PPP/3R2K1 w - - 1 27
8/R5p1/5k1p/8/7K/1r5P/6P1/8 w - - 0 38
2kr4/2p2pp1/8/1R2PP1p/6n1/8/4Q1PP/3q2BK w - - 1 28
1r5k/Np3p1p/4pp2/6r1/2P5/P3P3/5P2/R4R1K w - - 1 24
r1b1k2r/ppp2Npp/2n5/3Bp3/4n3/4Q3/PPqP2PP/RNB3KR w kq - 0 11
1r6/1P4R1/2P5/8/5k1p/7K/8/8 w - - 18 83
1rbr2k1/ppN2ppp/3p4/4n2q/8/1B4Q1/PPP2PPP/3RR1K1 w - - 3 19
r3k2r/pp1bbpR1/1q2p2p/3p4/4n2Q/2NB1P1P/PPPB1P2/R3K3 w Qkq - 1 17
3r3k/pp2RQp1/7p/6qP/5p2/P1P5/5PPK/8 w - - 2 34
8/p3R2p/1p3pk1/6p1/3r1nPq/1BQ4P/PP3P1K/8 w - - 2 34
1r4k1/6b1/2p3R1/p2p4/P7/QP6/2P1r3/1K6 w - - 0 35
3r2k1/1b4pp/p1B1R1n1/1p6/2p5/6B1/PPQ2PPP/3q2K1 w - - 1 24
8/8/5k2/1p4p1/1R1P2K1/6R1/3r2b1/8 w - - 0 37
7k/p4Qqp/3b2p1/3B4/8/5R2/PP3PPK/2r5 w - - 2 42
2r5/2r4k/p5q1/7p/3p3P/1p6/1P1Q4/K5R1 w - - 0 38
8/p4bkp/4r3/2Q5/8/N4qbP/PPP1nP1K/3R1R2 w - - 0 27
2k5/2p2B2/pp3Q1p/1K2p3/1B2P3/3r1Pr1/P1q5/R2R4 w - - 0 30
8/pp5R/2p2Qp1/2kq4/2n5/8/PPP3P1/2K5 w - - 9 35
r4rk1/1q4pp/3b1p2/1Bp1p1n1/Pn1p4/1P2P1P1/1B1NQP1P/R2R2K1 w - - 0 21
3r2k1/pp3pp1/8/8/4bqnR/PB6/2P3PP/5Q1K w - - 0 31
1r4k1/pr2bpp1/2p3b1/3n2B1/N1B5/P4P2/KP5P/R5R1 w - - 5 24
3r3r/4kp2/4p1p1/4P3/2Q2P2/4q3/P5PP/2R2RK1 w - - 1 27
3rk2r/pp3pp1/4p3/4P2p/q2nQ2P/P3B3/5PP1/R4RK1 w k - 0 20
r2qkr2/ppp4p/5n2/6B1/3np1bQ/8/PPP2PPP/2KR1B1R w q - 2 13
2kr4/Qp1n1pp1/p1p5/3p4/Nq1RP2r/8/PPP2P2/1K5R w - - 0 23
r4rk1/4Qp2/3p2p1/3P2Pp/2nB3P/1N6/qPP5/1K1R1R2 w - - 1 32
4r3/K1B4R/2kP2p1/P7/8/r5P1/7P/8 w - - 3 41
Q6B/2r1kp2/2Pp4/p6p/P3n1pq/8/1P3PPP/R5K1 w - - 5 28
8/5Bk1/8/3bq3/2p5/2P2Rp1/1P4P1/5R1K w - - 1 43
6k1/p5p1/1p5p/5Q2/3qr3/5R1P/PP3KP1/8 w - - 0 49
6k1/4Q1n1/4p3/p7/1p6/1Pq5/P4P2/K1B5 w - - 3 40
2b4r/1p5r/p1p2k2/3p1p2/3P2p1/P2QP1q1/1P1N2B1/2R1RK2 w - - 0 30
r7/Q4pk1/4pq1p/3p2p1/1R6/2P4P/Pr3PP1/4R1K1 w - - 3 26
4r3/pp3k2/5p2/3b4/2pQ2Pp/7P/PPP2P2/3Rq1K1 w - - 1 27
1k6/1p6/6p1/2q1P2p/4Q1n1/1P4P1/P1P4P/4R1K1 w - - 5 36
8/R7/2P4k/3n3p/P5p1/4P1P1/r4PKP/8 w - - 2 39
6kr/pp3R2/7p/3P4/6nb/NQP5/PP4PP/4r1K1 w - - 1 28
8/8/7R/P2R2p1/7P/3p1P1K/5kr1/3b4 w - - 6 49
6k1/R5pp/4N3/5p2/5P2/5RP1/P2r3n/5BK1 w - - 0 32
2kr3r/pppn1ppp/8/8/3PN1n1/5N1q/PPP1Bb2/R1BQR1K1 w - - 0 20
4r1k1/5ppp/2N5/1p1B4/4N1Pn/P7/2P1rP1P/2R3K1 w - - 1 28
5Bk1/1p1r3p/8/p4N2/1nP1p3/1P6/3R1nPP/3R3K w - - 1 38
5rk1/5p2/1pQ2n1p/4p1p1/8/2P1PB1P/Pq3PPB/R5K1 w - - 0 22
r5k1/3p1p1r/3PpBp1/p3P3/Pp1nqb2/1B4N1/1PP2PKP/3R1R2 w - - 0 31
8/Q5p1/4pk2/p2q4/P1pn4/8/5PPP/R5K1 w - - 2 29
8/p3R3/k4p2/3b2p1/7p/6PP/PPr2P1B/6KR w - - 0 33
r2q1rk1/pp3ppp/4p3/8/1b2B3/4R2Q/PP2nPPP/R1B3K1 w - - 2 16
4nk2/Q5p1/1p4qp/3p4/3P4/2P2bP1/PP3P1P/4R1K1 w - - 3 33
8/P7/1BB5/8/4pppk/8/5PPK/r7 w - - 3 70
5rk1/Q4ppp/3p4/1N2p1b1/4P3/5q1P/PPP2P2/1K1R3R w - - 0 20
2Q2r2/6kp/3P4/pN1Qp2q/2P1P3/P3brPp/6bP/R3R1K1 w - - 1 32
3r2k1/5rp1/7p/4Q3/P1P1p1qP/1PB2bp1/5P1K/R5R1 w - - 0 34
8/1p1b3k/p3p3/3pP1Bp/1P1n2r1/P7/3R2BK/6R1 w - - 0 33
4k2r/3pq2p/7Q/2p2p2/2N5/2Pp3N/P2K1PPP/n6R w k - 0 23
r4r1k/pp3pN1/7p/2PnN3/1n4pP/Pq1PP1B1/1P1Q1PP1/1K1R3R w - - 1 22
4rrk1/2p2pbp/1p6/4PbNp/3q1P2/pP1P2NP/P2Q4/2KR3R w - - 0 23
3r2k1/1n1rbppp/pp2p3/2p5/1PP1P3/P3BN2/5PPP/2RR2K1 w - - 3 19
1R6/6Q1/2p5/7p/1P4nq/3P3P/2Pk1rP1/5RK1 w - - 1 35
2r3k1/pp3pp1/4p2p/3pP3/8/1P1q2P1/P5PP/5Q1K w - - 0 26
4n1k1/Q4p2/3p3p/p1pP1qp1/8/Pr4P1/6PP/5R1K w - - 0 37
8/p6R/6R1/1p3k2/2p5/P1P5/KP1r1P2/3b4 w - - 1 47
4r1k1/Q4ppp/8/5q2/1P1br3/P2p2P1/3P1P1P/2R1RBK1 w - - 7 31
8/6kr/2Q3p1/3p4/4b1P1/2P2r1P/PP3P1K/5R2 w - - 1 42
1r6/4R3/3k4/8/1R1p3r/p2P4/P1P5/BK6 w - - 3 41
4r2k/p1p3p1/Q6p/8/3q4/3B4/P1P2PPP/3K3R w - - 0 26
2r3k1/R5n1/3r2p1/1P3p2/1p1P4/8/1P3PPP/4R1K1 w - - 1 31
5rk1/3n2pp/1qp1n3/pp2p1Q1/4P3/N1PP2RP/P1B3P1/7K w - - 3 25
4k1r1/8/p7/2pP2b1/P5p1/7p/2BNr1PP/R4R1K w - - 0 34
7k/npp5/p2P1q1p/8/8/1P1QP2p/P1P5/1R5K w - - 0 33
r7/5p2/7p/3R2p1/6P1/2k1P2P/5r2/K2B3R w - - 1 37
6k1/1p4b1/p5p1/3rB2p/8/P7/1P2RPPP/6K1 w - - 0 30
3k1r2/ppp5/2q2n2/3p2Q1/3P3R/5PP1/PP1Nr1P1/1K5R w - - 3 27
4r1k1/5pp1/p4b1p/1pBQq3/1P6/P7/5PPP/3R2K1 w - - 0 24
8/7k/1B4pp/P4b2/1b2p3/8/r4PPP/1R4K1 w - - 0 32
6r1/2pk1p2/p7/1p1PQP2/8/2P4q/P1B1R3/4R2K w - - 0 32
4r2r/pQ4p1/3p1kp1/5b2/8/1BP5/P4PPP/5K2 w - - 3 21
3r4/1Q3ppk/1p2q2p/1R6/2P1p3/1P2P1PP/5P2/R2r3K w - - 1 34
7k/1p5p/3pqp1r/pP5r/P2pPp2/3P1Q1P/2P2PPK/3R2R1 w - - 0 33
2k4r/pp3p2/2qP2p1/5p2/1P6/PQ4Kn/2p2R1P/R7 w - - 0 29
r5k1/ppp2ppp/5q2/2PQ4/7r/P3B3/1P2nPPP/R4R1K w - - 3 19
1k2r3/p1pr3p/BnR1Pq2/5pp1/5P2/8/PPQ3PP/7K w - - 0 31
4rk2/R7/8/3b4/p6R/2b3PP/5P2/6K1 w - - 6 38
r3r1k1/1p3p2/pq3Rp1/1bNp2Q1/3p4/P5R1/1P4PP/6K1 w - - 0 27
2r3k1/pp1q1p1p/4p1p1/8/4B3/P7/1P3PPP/3R2K1 w - - 0 24
3k1r2/ppq5/2pb4/3p2p1/PP1P3p/2P1P3/2Q3PP/R3B1K1 w - - 1 23
1r3r2/5qbk/Rp1p2np/2pNp1p1/1PP1P3/3P2Pb/2QB3P/4R1KB w - - 1 25
r6k/5R1p/5p1P/4pP2/8/2nB4/5PP1/5K2 w - - 0 31
1r2r1k1/p1p2pp1/2Qpq2p/4P1n1/8/2N5/PPP2PPP/1R2R1K1 w - - 1 18
5r1k/6p1/p1R5/1p4PP/6R1/P7/5rK1/8 w - - 0 39
4r3/5k2/6R1/5PP1/8/r4K2/4p3/4R3 w - - 0 37
3r2r1/1kpq1p1B/pp2b3/4P3/8/2B5/nPP2QPP/2KRR3 w - - 0 22
5k1r/1p3ppp/1p4b1/nB1P2B1/1P4P1/P4P2/3r3P/1K1R3R w - - 5 26
r5k1/q4p1p/r2p4/3QpPb1/4P3/1N3P2/1PP4P/2KRR3 w - - 1 26
rn2k3/pp3p2/2pp4/4p1r1/2P1P1b1/2NP2Pq/PP1Q1P1N/R4R1K w q - 0 20
8/1k2PK1q/3Q4/8/8/8/8/8 w - - 3 55
1r3rk1/pPp2pp1/1b3q2/4p1N1/8/6P1/PP1B1P1P/R2Q1BK1 w - - 1 18
3r2k1/6p1/5p1p/2qPp3/8/3Q4/1rP2PPP/2R1R1K1 w - - 4 29
Qbk4r/1pq2p1n/2p4p/6p1/8/7P/PPP2PP1/3RR1K1 w - - 4 25
8/5q1k/3Q2pp/4b3/2pP4/2B1n2P/1P4P1/7K w - - 0 42
rn2k2r/ppb3p1/2pqpp1p/2N5/3P4/2P4P/PP2BRP1/R2Q2K1 w kq - 3 17
4r3/1p6/p2k1n2/2pN4/3p2bP/1N4R1/PPP5/2K5 w - - 2 26
1b1r1k2/p2q1p2/8/2N3Q1/4R3/P1P3pr/6P1/5R1K w - - 0 35
8/2R2p2/5kp1/7p/5K2/5P1P/4r1P1/8 w - - 3 42
2k1r3/1pp2pq1/1pp5/5R2/5B1p/2P3Q1/PP2r1PP/R6K w - - 0 23
1r6/2R2p1k/1K2b2n/2R1P3/p2p1Q2/P2N4/1P2P3/7q w - - 13 46
6k1/7p/4N3/Q4p2/3Ppp1q/4P3/PPr3PP/1R4K1 w - - 1 29
